tconst	averageRating	numVotes
tt0021749	8.5	150155
tt0021750	7.1	1116
tt0021751	5.4	66
tt0021752	6.2	194
tt0021754	6.8	153
tt0021755	7.4	901
tt0021756	6.0	212
tt0021758	6.4	44
tt0021759	6.6	259
tt0021760	6.5	27
tt0021761	6.1	376
tt0021763	5.0	48
tt0021764	5.8	159
tt0021766	5.2	14
tt0021767	6.6	11
tt0021768	6.4	207
tt0021769	7.2	48
tt0021770	7.0	832
tt0021772	5.8	125
tt0021774	5.9	16
tt0021775	6.7	65
tt0021778	6.2	710
tt0021780	6.2	827
tt0021781	6.2	16
tt0021783	7.2	6
tt0021784	7.0	25
tt0021785	6.1	348
tt0021786	6.2	112
tt0021789	4.7	23
tt0021792	5.3	24
tt0021793	5.9	177
tt0021794	6.2	232
tt0021795	6.3	28
tt0021796	5.5	55
tt0021797	6.2	6
tt0021798	6.2	161
tt0021799	6.3	517
tt0021800	7.3	1772
tt0021802	6.9	151
tt0021804	6.3	29
tt0021806	7.7	180
tt0021807	6.5	91
tt0021810	7.4	599
tt0021812	5.9	47
tt0021814	7.5	41682
tt0021815	7.2	3688
tt0021816	6.7	24
tt0021817	7.2	8
tt0021818	7.4	1816
tt0021820	5.8	180
tt0021821	6.0	20
tt0021824	5.3	119
tt0021825	6.2	408
tt0021826	6.9	91
tt0021828	5.7	145
tt0021829	6.2	108
tt0021831	6.6	455
tt0021835	6.2	19
tt0021836	7.2	514
tt0021839	6.9	10
tt0021840	6.3	97
tt0021841	4.0	27
tt0021844	5.2	64
tt0021845	5.7	119
tt0021846	7.4	18
tt0021847	7.1	95
tt0021848	5.5	25
tt0021850	6.2	6
tt0021853	5.8	22
tt0021855	6.3	31
tt0021857	6.1	8
tt0021859	5.4	103
tt0021861	5.7	480
tt0021862	5.2	12
tt0021863	5.8	21
tt0021864	6.0	201
tt0021865	6.0	351
tt0021866	3.4	18
tt0021867	6.6	35
tt0021868	6.4	31
tt0021871	6.3	245
tt0021872	6.3	64
tt0021873	7.2	1510
tt0021874	6.3	1218
tt0021877	4.4	8
tt0021878	7.5	234
tt0021879	5.8	157
tt0021881	5.4	30
tt0021882	5.9	14
tt0021883	5.9	150
tt0021884	7.8	59272
tt0021885	6.7	2056
tt0021886	5.9	59
tt0021888	6.9	7
tt0021889	5.4	294
tt0021890	6.7	2100
tt0021894	6.1	12
tt0021895	5.6	125
tt0021896	6.6	12
tt0021898	6.6	38
tt0021899	6.7	7
tt0021900	5.1	124
tt0021905	5.0	7
tt0021906	6.3	679
tt0021907	6.4	38
tt0021908	6.6	7
tt0021910	7.0	500
tt0021911	6.0	60
tt0021912	5.6	5
tt0021914	6.9	17
tt0021916	5.7	13
tt0021917	5.1	257
tt0021918	6.3	78
tt0021919	5.9	152
tt0021920	5.7	80
tt0021921	6.2	72
tt0021922	7.0	24
tt0021923	4.7	16
tt0021924	5.9	14
tt0021925	6.9	9
tt0021926	5.9	68
tt0021927	5.6	142
tt0021928	6.6	94
tt0021929	6.7	11
tt0021930	5.3	6
tt0021931	6.5	403
tt0021932	6.7	224
tt0021933	6.8	609
tt0021935	6.6	24
tt0021940	5.6	67
tt0021941	7.3	49
tt0021943	7.3	53
tt0021947	5.2	13
tt0021948	5.5	11
tt0021949	5.8	8
tt0021951	7.5	153
tt0021952	6.0	161
tt0021956	6.3	28
tt0021958	6.1	54
tt0021959	7.0	33
tt0021961	6.7	55
tt0021963	6.1	98
tt0021964	5.1	225
tt0021965	6.6	13
tt0021966	5.7	165
tt0021967	7.2	13
tt0021969	6.7	144
tt0021973	5.9	137
tt0021977	6.0	20
tt0021978	6.9	142
tt0021981	6.4	63
tt0021982	5.2	20
tt0021984	6.6	14
tt0021985	7.8	1308
tt0021986	5.3	169
tt0021987	6.3	40
tt0021988	6.1	119
tt0021990	5.1	12
tt0021991	7.2	33
tt0021992	6.2	750
tt0021993	7.0	6
tt0021994	6.9	7
tt0021996	6.2	135
tt0021997	7.5	15
tt0022000	6.3	1275
tt0022001	6.3	429
tt0022002	6.1	178
tt0022005	5.0	8
tt0022006	5.6	82
tt0022007	8.9	55
tt0022008	6.4	8
tt0022009	6.3	129
tt0022010	6.1	19
tt0022011	7.1	25
tt0022015	6.3	18
tt0022017	7.5	1111
tt0022020	5.9	8
tt0022021	6.0	388
tt0022022	7.3	43
tt0022023	6.0	9
tt0022024	4.5	12
tt0022026	5.1	288
tt0022028	6.1	70
tt0022029	5.6	131
tt0022031	6.4	100
tt0022032	6.8	52
tt0022033	6.3	13
tt0022034	7.0	430
tt0022036	6.8	366
tt0022042	6.6	69
tt0022043	6.0	110
tt0022044	7.0	9
tt0022045	5.5	429
tt0022046	6.0	230
tt0022047	5.6	17
tt0022048	6.5	315
tt0022049	6.9	17
tt0022052	5.8	12
tt0022053	5.8	11
tt0022054	6.8	1197
tt0022055	7.0	8
tt0022056	5.6	152
tt0022057	6.3	60
tt0022058	7.5	1392
tt0022059	5.4	508
tt0022060	5.3	52
tt0022061	5.3	12
tt0022063	6.7	28
tt0022064	4.6	11
tt0022065	6.9	56
tt0022069	6.9	57
tt0022072	6.5	8
tt0022073	6.7	25
tt0022074	7.2	3007
tt0022075	5.7	62
tt0022078	6.5	62
tt0022080	7.4	1554
tt0022082	5.4	18
tt0022083	7.7	106
tt0022085	6.3	158
tt0022086	6.3	285
tt0022088	8.1	207
tt0022089	5.9	28
tt0022092	7.5	38
tt0022093	5.6	52
tt0022094	7.1	10
tt0022095	6.6	29
tt0022096	6.6	11
tt0022097	7.4	11
tt0022098	4.2	8
tt0022100	8.3	130117
tt0022103	6.4	500
tt0022105	6.5	143
tt0022106	7.0	36
tt0022108	4.9	8
tt0022109	5.2	70
tt0022110	7.2	20
tt0022111	6.9	2548
tt0022112	5.5	51
tt0022113	6.5	15
tt0022114	5.8	49
tt0022115	6.5	74
tt0022116	1.8	9
tt0022117	6.9	253
tt0022119	6.2	515
tt0022120	5.1	126
tt0022121	6.5	150
tt0022125	7.9	1822
tt0022126	7.3	29
tt0022127	7.0	116
tt0022129	7.1	11
tt0022132	6.8	20
tt0022134	5.9	214
tt0022135	5.7	118
tt0022136	5.9	15
tt0022137	7.3	24
tt0022139	6.3	116
tt0022140	7.0	8
tt0022141	7.2	14
tt0022144	5.6	8
tt0022145	6.4	275
tt0022146	6.3	317
tt0022147	6.6	585
tt0022149	6.2	432
tt0022150	7.4	2976
tt0022151	7.1	362
tt0022152	6.5	106
tt0022153	7.1	1638
tt0022157	7.1	7
tt0022158	7.5	10519
tt0022159	5.2	38
tt0022160	6.4	265
tt0022161	6.4	87
tt0022162	6.9	7
tt0022164	6.4	389
tt0022165	6.1	11
tt0022167	6.2	10
tt0022169	7.0	8
tt0022172	5.4	288
tt0022173	6.3	221
tt0022174	6.4	42
tt0022176	4.9	8
tt0022177	5.5	119
tt0022178	6.5	128
tt0022179	4.5	13
tt0022180	5.6	171
tt0022181	6.0	81
tt0022182	5.1	12
tt0022183	7.6	2161
tt0022185	7.3	145
tt0022190	6.3	6
tt0022191	5.8	348
tt0022192	6.6	17
tt0022195	6.0	31
tt0022197	5.7	148
tt0022198	5.3	403
tt0022199	6.1	63
tt0022201	6.6	37
tt0022202	6.9	22
tt0022204	6.8	96
tt0022205	6.3	39
tt0022206	5.6	36
tt0022207	7.0	7
tt0022208	7.1	2949
tt0022209	6.3	36
tt0022211	6.0	64
tt0022214	6.9	95
tt0022215	7.1	177
tt0022216	6.9	8
tt0022217	6.8	9
tt0022219	6.4	13
tt0022223	6.1	268
tt0022225	6.3	29
tt0022226	6.3	22
tt0022227	7.3	1108
tt0022229	6.2	14
tt0022230	6.7	13
tt0022231	5.6	204
tt0022232	7.4	31
tt0022233	5.9	18
tt0022234	7.2	12
tt0022235	6.7	151
tt0022236	6.6	971
tt0022238	7.5	1114
tt0022239	6.3	20
tt0022241	6.8	76
tt0022242	5.4	26
tt0022243	5.1	521
tt0022245	6.8	63
tt0022246	6.8	446
tt0022247	6.9	42
tt0022248	6.2	10
tt0022249	6.9	7
tt0022251	7.0	1977
tt0022252	6.7	13
tt0022254	6.1	686
tt0022257	6.7	58
tt0022259	6.7	199
tt0022261	6.0	119
tt0022262	6.5	41
tt0022263	7.1	11
tt0022264	6.5	1208
tt0022265	4.4	253
tt0022266	6.8	163
tt0022268	6.9	2599
tt0022270	4.2	10
tt0022273	6.3	186
tt0022274	6.7	151
tt0022276	6.9	1521
tt0022277	7.2	16
tt0022279	6.8	952
tt0022283	6.1	38
tt0022284	5.9	24
tt0022285	6.4	132
tt0022286	7.7	16243
tt0022287	3.9	13
tt0022288	6.9	37
tt0022289	7.1	326
tt0022290	6.4	144
tt0022291	4.7	7
tt0022293	5.9	275
tt0022294	7.0	9
tt0022295	7.1	31
tt0022296	5.7	113
tt0022297	6.2	150
tt0022298	7.0	7
tt0022299	3.6	16
tt0022300	5.1	204
tt0022301	6.2	49
tt0022302	6.4	64
tt0022303	6.4	229
tt0022306	6.9	51
tt0022307	7.4	10
tt0022308	6.0	246
tt0022309	6.4	15
tt0022310	6.2	8
tt0022313	4.9	8
tt0022314	6.5	52
tt0022316	7.1	7
tt0022317	4.8	79
tt0022320	6.7	23
tt0022321	6.5	218
tt0022323	6.7	7
tt0022325	6.2	75
tt0022326	6.0	128
tt0022330	6.7	7
tt0022331	6.0	147
tt0022334	4.5	15
tt0022335	7.0	1009
tt0022336	6.5	56
tt0022337	5.9	11
tt0022338	7.0	16
tt0022339	6.9	158
tt0022343	7.4	54
tt0022346	7.1	8
tt0022351	5.4	11
tt0022352	5.8	68
tt0022353	5.9	251
tt0022355	6.1	15
tt0022356	5.8	69
tt0022357	6.3	649
tt0022358	6.0	35
tt0022359	6.9	74
tt0022360	7.0	360
tt0022363	6.9	9
tt0022365	5.8	53
tt0022370	6.4	13
tt0022373	6.0	284
tt0022376	5.8	88
tt0022377	4.6	9
tt0022378	7.6	152
tt0022379	4.3	12
tt0022381	5.1	107
tt0022382	5.7	380
tt0022383	4.2	23
tt0022384	6.9	18
tt0022385	6.4	125
tt0022386	6.7	680
tt0022387	5.1	115
tt0022391	5.1	115
tt0022392	5.4	15
tt0022393	3.9	8
tt0022394	4.7	9
tt0022395	5.8	2603
tt0022396	7.3	18
tt0022397	6.3	620
tt0022398	7.0	25
tt0022399	1.8	9
tt0022400	6.4	16
tt0022402	5.7	777
tt0022403	6.9	1525
tt0022404	6.5	262
tt0022405	5.6	410
tt0022407	6.8	9
tt0022408	5.0	6
tt0022409	4.4	103
tt0022411	2.5	8
tt0022412	6.1	129
tt0022413	4.1	10
tt0022414	4.7	29
tt0022415	6.7	12
tt0022416	6.7	7
tt0022418	5.5	197
tt0022420	6.4	206
tt0022421	6.1	59
tt0022422	5.3	31
tt0022423	6.6	156
tt0022424	4.6	15
tt0022425	6.1	276
tt0022428	6.4	302
tt0022429	6.0	40
tt0022430	6.3	499
tt0022432	6.1	57
tt0022433	7.0	90
tt0022434	5.9	67
tt0022435	6.1	365
tt0022436	7.6	1302
tt0022437	6.1	124
tt0022439	6.2	12
tt0022440	6.2	259
tt0022441	7.1	201
tt0022442	7.6	54
tt0022443	6.8	59
tt0022444	6.3	184
tt0022448	6.5	81
tt0022449	5.5	64
tt0022450	6.0	17
tt0022451	6.7	21
tt0022452	6.3	46
tt0022453	6.4	987
tt0022454	6.8	1583
tt0022456	5.3	33
tt0022457	4.3	7
tt0022458	7.5	4461
tt0022459	6.6	11
tt0022462	6.7	1844
tt0022463	6.2	114
tt0022464	6.0	20
tt0022466	6.3	18
tt0022468	6.8	40
tt0022469	6.6	590
tt0022470	5.4	84
tt0022471	7.2	38
tt0022472	6.7	12
tt0022473	7.2	11
tt0022475	4.8	13
tt0022476	5.8	22
tt0022478	5.4	341
tt0022479	5.7	51
tt0022480	6.7	15
tt0022481	5.7	110
tt0022484	5.8	183
tt0022485	7.3	1117
tt0022486	6.5	13
tt0022487	6.4	8
tt0022489	6.5	1284
tt0022491	5.7	89
tt0022493	6.9	13
tt0022494	6.5	40
tt0022495	6.3	824
tt0022496	6.9	299
tt0022500	6.7	136
tt0022501	5.8	240
tt0022504	6.1	67
tt0022505	6.0	14
tt0022506	4.9	113
tt0022509	4.0	27
tt0022510	5.6	14
tt0022512	3.5	24
tt0022513	7.0	7
tt0022514	6.4	41
tt0022515	7.1	912
tt0022517	6.7	327
tt0022520	6.8	40
tt0022523	6.0	204
tt0022525	6.1	56
tt0022528	5.1	113
tt0022531	6.8	59
tt0022535	6.2	92
tt0022536	6.9	64
tt0022537	5.9	128
tt0022538	5.5	20
tt0022539	7.1	15
tt0022543	6.6	51
tt0022545	5.4	22
tt0022546	3.3	7
tt0022549	6.3	37
tt0022550	7.5	2249
tt0022551	6.2	574
tt0022552	6.0	85
tt0022553	7.3	22
tt0022554	5.9	10
tt0022555	5.8	27
tt0022556	5.5	40
tt0022557	6.8	6
tt0022559	6.1	15
tt0022560	6.4	13
tt0022562	6.2	55
tt0022564	6.7	10
tt0022565	4.5	208
tt0022566	1.7	69
tt0022569	6.0	86
tt0022572	6.2	112
tt0022575	6.6	7
tt0022576	5.8	83
tt0022577	6.6	16
tt0022578	7.0	77
tt0022580	6.0	34
tt0022581	5.3	12
tt0022582	6.3	139
tt0022584	5.3	120
tt0022585	7.4	10
tt0022587	5.4	215
tt0022588	5.2	16
tt0022589	5.3	10
tt0022590	6.4	11
tt0022591	6.9	18
tt0022592	6.9	7
tt0022594	5.9	84
tt0022595	6.6	34
tt0022599	7.5	3771
tt0022601	6.3	13
tt0022603	5.9	34
tt0022604	6.6	128
tt0022605	6.8	9
tt0022606	6.3	7
tt0022608	5.7	7
tt0022609	5.3	25
tt0022610	6.7	90
tt0022611	6.7	73
tt0022612	7.2	81
tt0022613	6.9	216
tt0022614	5.9	238
tt0022615	6.4	327
tt0022616	5.9	11
tt0022618	4.3	28
tt0022619	6.0	199
tt0022620	6.2	20
tt0022624	6.7	64
tt0022626	7.4	1679
tt0022628	6.4	853
tt0022630	7.4	912
tt0022631	6.7	114
tt0022635	6.3	431
tt0022637	5.5	13
tt0022639	6.9	882
tt0022641	6.4	544
tt0022644	6.3	118
tt0022645	6.3	65
tt0022646	5.8	17
tt0022647	6.8	692
tt0022648	6.8	15
tt0022649	6.8	31
tt0022651	7.0	475
tt0022653	6.0	41
tt0022654	6.8	284
tt0022655	6.3	50
tt0022657	5.5	112
tt0022658	6.3	7
tt0022659	6.2	173
tt0022660	6.8	982
tt0022661	5.8	20
tt0022662	5.3	42
tt0022663	6.2	200
tt0022666	6.9	131
tt0022667	6.8	193
tt0022668	6.7	244
tt0022669	6.9	153
tt0022670	6.7	159
tt0022671	6.8	128
tt0022672	7.1	252
tt0022673	5.8	47
tt0022674	5.6	70
tt0022675	7.0	176
tt0022676	6.2	430
tt0022678	5.9	30
tt0022679	5.1	106
tt0022681	5.8	413
tt0022682	5.6	220
tt0022684	5.6	11
tt0022685	6.5	1345
tt0022687	6.3	41
tt0022688	5.6	164
tt0022689	6.1	953
tt0022690	7.7	165
tt0022691	6.0	7
tt0022692	5.1	29
tt0022693	5.3	6
tt0022694	6.8	1038
tt0022695	7.0	26
tt0022696	6.9	435
tt0022698	7.1	3881
tt0022699	5.7	199
tt0022700	6.5	1055
tt0022702	6.9	18
tt0022704	7.0	231
tt0022705	5.8	38
tt0022706	5.8	10
tt0022707	5.3	108
tt0022708	5.3	89
tt0022709	5.3	113
tt0022710	4.8	67
tt0022711	5.7	95
tt0022713	5.6	85
tt0022714	5.4	109
tt0022715	5.7	94
tt0022716	5.0	70
tt0022718	7.4	4774
tt0022722	4.5	6
tt0022724	6.8	57
tt0022725	7.6	760
tt0022726	5.3	16
tt0022727	6.6	8
tt0022730	6.1	186
tt0022731	5.7	188
tt0022732	6.5	123
tt0022733	6.9	92
tt0022734	5.8	6
tt0022735	6.8	1314
tt0022737	7.0	640
tt0022741	5.8	93
tt0022742	6.2	9
tt0022746	7.0	45
tt0022747	6.2	6
tt0022748	5.4	236
tt0022749	6.5	12
tt0022750	6.4	11
tt0022751	6.2	287
tt0022752	6.7	21
tt0022753	6.3	811
tt0022754	5.8	46
tt0022755	5.9	398
tt0022758	6.7	216
tt0022759	7.1	1050
tt0022761	7.6	210
tt0022762	6.0	81
tt0022763	6.4	14
tt0022765	6.0	76
tt0022768	7.4	43
tt0022769	7.2	44
tt0022770	6.8	17
tt0022773	6.9	42
tt0022774	5.8	48
tt0022775	6.9	795
tt0022776	5.0	6
tt0022778	6.3	219
tt0022782	7.4	1754
tt0022784	6.0	239
tt0022785	4.9	8
tt0022786	6.8	155
tt0022787	7.7	1094
tt0022788	5.4	252
tt0022789	6.0	142
tt0022790	5.3	121
tt0022791	5.9	55
tt0022792	6.3	915
tt0022793	7.0	18
tt0022794	6.6	47
tt0022796	6.6	496
tt0022797	6.9	12
tt0022798	7.0	7
tt0022799	6.2	86
tt0022800	6.7	94
tt0022801	5.2	15
tt0022802	6.9	888
tt0022806	7.1	10
tt0022807	6.8	1444
tt0022810	6.8	72
tt0022811	3.5	23
tt0022812	6.7	26
tt0022813	4.3	11
tt0022814	6.3	398
tt0022815	6.6	32
tt0022816	6.3	6
tt0022817	6.3	334
tt0022819	5.5	30
tt0022820	7.2	9
tt0022821	5.1	66
tt0022822	6.7	26
tt0022824	5.9	116
tt0022826	5.8	35
tt0022827	6.4	2512
tt0022831	7.3	21
tt0022832	6.5	31
tt0022833	6.3	63
tt0022834	6.7	1538
tt0022835	7.6	11521
tt0022836	5.1	30
tt0022837	7.4	47
tt0022840	5.5	40
tt0022843	6.8	5
tt0022844	6.4	289
tt0022846	6.6	11
tt0022848	6.5	40
tt0022850	6.6	8
tt0022853	5.2	9
tt0022854	7.0	739
tt0022856	7.2	44
tt0022859	6.7	14
tt0022860	6.8	14
tt0022861	4.9	8
tt0022863	7.1	53
tt0022864	6.1	94
tt0022866	5.7	26
tt0022867	6.7	1909
tt0022869	6.3	182
tt0022872	6.9	13
tt0022873	6.7	455
tt0022875	6.8	23
tt0022876	6.6	166
tt0022877	7.7	1392
tt0022878	6.7	7
tt0022879	6.5	4474
tt0022880	7.4	35
tt0022881	6.6	12
tt0022882	5.7	461
tt0022883	6.8	1546
tt0022884	5.1	30
tt0022886	5.0	38
tt0022888	6.5	96
tt0022890	5.9	193
tt0022892	6.6	14
tt0022893	6.2	22
tt0022894	6.3	7
tt0022895	5.3	30
tt0022896	6.9	18
tt0022897	6.5	429
tt0022899	7.4	1925
tt0022902	5.3	62
tt0022904	6.2	20
tt0022905	6.9	1143
tt0022907	7.1	18
tt0022908	6.1	7
tt0022909	5.3	9
tt0022910	5.9	30
tt0022913	7.9	38658
tt0022914	5.3	135
tt0022915	7.9	176
tt0022916	7.9	207
tt0022918	5.8	173
tt0022920	6.7	7
tt0022921	4.9	89
tt0022922	6.4	88
tt0022923	7.2	14
tt0022924	5.9	144
tt0022926	5.9	15
tt0022927	4.9	14
tt0022928	6.1	9
tt0022929	5.2	9
tt0022932	5.6	10
tt0022934	5.6	79
tt0022935	6.5	8
tt0022938	6.1	220
tt0022939	6.5	24
tt0022940	5.5	52
tt0022941	4.7	103
tt0022943	6.8	9
tt0022944	6.8	10
tt0022945	5.7	135
tt0022946	5.2	18
tt0022947	4.8	26
tt0022949	5.8	53
tt0022951	5.1	30
tt0022953	6.4	17
tt0022956	5.2	131
tt0022957	5.3	33
tt0022958	7.4	15863
tt0022960	5.0	103
tt0022961	6.1	316
tt0022962	6.5	239
tt0022964	6.2	59
tt0022965	6.6	10
tt0022966	7.0	22
tt0022967	7.0	48
tt0022968	5.6	12
tt0022969	5.6	9
tt0022970	7.1	165
tt0022971	6.3	437
tt0022973	5.4	21
tt0022974	7.1	9
tt0022975	4.7	6
tt0022976	6.4	24
tt0022977	6.5	25
tt0022978	7.2	27
tt0022979	6.3	633
tt0022981	5.6	499
tt0022982	5.7	15
tt0022984	6.2	36
tt0022986	5.7	33
tt0022987	6.3	457
tt0022988	6.6	67
tt0022989	4.7	39
tt0022990	6.8	548
tt0022991	6.0	887
tt0022992	6.5	26
tt0022994	7.8	1830
tt0022995	5.5	42
tt0022999	6.0	77
tt0023000	5.8	24
tt0023002	6.1	490
tt0023003	7.3	43
tt0023004	6.9	10
tt0023005	5.9	38
tt0023006	5.6	19
tt0023007	6.6	330
tt0023008	6.6	14
tt0023010	6.1	30
tt0023011	5.9	36
tt0023013	6.3	166
tt0023014	4.6	29
tt0023017	5.1	11
tt0023020	5.6	17
tt0023022	6.4	29
tt0023025	5.4	24
tt0023026	7.9	229
tt0023027	7.6	10921
tt0023028	6.6	846
tt0023029	6.5	15
tt0023030	5.7	42
tt0023031	7.0	13
tt0023033	7.3	34
tt0023034	5.8	152
tt0023035	3.2	35
tt0023036	7.0	46
tt0023037	7.4	4648
tt0023038	5.4	470
tt0023039	7.4	13
tt0023040	4.3	16
tt0023041	6.7	33
tt0023042	8.3	10635
tt0023043	5.1	134
tt0023044	5.3	76
tt0023045	6.7	267
tt0023046	7.2	83
tt0023047	6.7	9
tt0023048	6.4	36
tt0023049	7.0	1465
tt0023050	8.0	8
tt0023052	5.9	85
tt0023054	6.0	38
tt0023055	6.2	112
tt0023056	6.8	24
tt0023057	6.4	30
tt0023059	6.9	69
tt0023060	6.1	11
tt0023064	5.1	80
tt0023065	6.7	9
tt0023066	6.4	95
tt0023067	5.9	397
tt0023070	6.7	18
tt0023071	6.4	185
tt0023072	4.6	11
tt0023073	6.1	19
tt0023074	7.3	1587
tt0023077	6.9	11
tt0023078	6.5	47
tt0023080	3.2	21
tt0023082	6.6	327
tt0023083	5.4	27
tt0023084	6.1	95
tt0023085	6.2	6
tt0023088	6.5	426
tt0023089	5.0	177
tt0023090	4.8	132
tt0023091	7.1	33
tt0023092	5.4	102
tt0023093	6.5	385
tt0023096	6.0	84
tt0023097	7.2	358
tt0023098	5.3	30
tt0023100	7.1	10
tt0023101	6.6	784
tt0023104	6.6	579
tt0023107	7.9	162
tt0023108	6.3	212
tt0023109	6.1	114
tt0023110	6.2	282
tt0023112	3.6	13
tt0023113	6.1	27
tt0023114	5.9	8
tt0023115	5.8	34
tt0023117	6.2	301
tt0023119	6.3	110
tt0023120	5.3	24
tt0023121	6.9	236
tt0023122	4.7	19
tt0023123	5.6	25
tt0023124	5.1	21
tt0023125	6.6	587
tt0023128	5.8	54
tt0023129	6.1	82
tt0023130	6.0	20
tt0023131	5.4	10
tt0023132	6.2	349
tt0023135	5.6	27
tt0023137	7.0	21
tt0023138	6.8	17
tt0023139	6.6	313
tt0023140	6.5	18
tt0023142	6.8	48
tt0023144	6.2	38
tt0023145	5.8	250
tt0023147	6.6	34
tt0023148	6.2	6
tt0023149	7.1	45
tt0023150	5.1	31
tt0023151	6.5	564
tt0023152	6.1	9
tt0023153	5.8	341
tt0023154	6.3	44
tt0023155	5.5	83
tt0023157	6.4	362
tt0023158	7.6	3316
tt0023159	5.6	11
tt0023160	5.5	31
tt0023162	5.9	119
tt0023165	5.6	43
tt0023166	6.0	8
tt0023167	6.6	291
tt0023169	6.4	244
tt0023170	6.7	42
tt0023171	7.1	15
tt0023175	6.5	360
tt0023176	7.1	24
tt0023178	2.8	11
tt0023179	6.0	22
tt0023180	6.6	467
tt0023181	7.1	819
tt0023183	5.9	30
tt0023184	6.2	17
tt0023185	6.5	70
tt0023186	6.0	24
tt0023187	6.7	134
tt0023190	6.8	181
tt0023191	5.5	27
tt0023194	6.3	2804
tt0023195	5.3	39
tt0023196	6.6	3050
tt0023197	6.5	27
tt0023198	6.9	427
tt0023199	6.8	8
tt0023201	6.9	13
tt0023202	6.6	757
tt0023205	7.2	34
tt0023206	5.8	29
tt0023208	6.4	98
tt0023209	6.0	110
tt0023211	6.7	6
tt0023213	6.8	696
tt0023214	6.6	267
tt0023215	7.4	590
tt0023216	6.8	395
tt0023217	6.5	400
tt0023218	6.1	37
tt0023220	7.1	14
tt0023221	5.1	124
tt0023222	6.9	32
tt0023224	6.6	7
tt0023225	6.9	932
tt0023227	7.3	1291
tt0023228	6.9	80
tt0023229	5.8	77
tt0023230	6.1	326
tt0023231	6.1	19
tt0023232	5.8	84
tt0023235	7.0	67
tt0023236	4.1	735
tt0023237	5.1	151
tt0023238	7.2	9239
tt0023240	7.0	422
tt0023241	7.2	1257
tt0023242	6.8	48
tt0023243	5.6	334
tt0023245	7.1	20961
tt0023247	5.1	92
tt0023249	6.4	3291
tt0023251	8.0	6200
tt0023252	6.0	61
tt0023253	6.1	224
tt0023255	7.2	17
tt0023256	6.2	30
tt0023257	7.2	59
tt0023260	6.3	28
tt0023261	6.9	274
tt0023262	5.3	174
tt0023264	6.9	12
tt0023265	6.6	69
tt0023266	6.8	562
tt0023267	6.8	41
tt0023268	7.0	318
tt0023269	6.9	18
tt0023270	5.7	46
tt0023271	6.9	295
tt0023272	7.2	52
tt0023276	6.2	12
tt0023277	6.6	945
tt0023278	6.6	274
tt0023279	6.2	24
tt0023283	6.9	30
tt0023284	6.6	584
tt0023285	5.8	4150
tt0023287	6.5	68
tt0023288	6.2	70
tt0023290	6.8	29
tt0023291	7.1	52
tt0023292	5.4	61
tt0023293	7.2	7818
tt0023294	6.7	28
tt0023297	6.1	9
tt0023298	3.9	25
tt0023299	5.5	31
tt0023300	6.1	317
tt0023302	6.5	148
tt0023303	7.2	1851
tt0023304	5.7	15
tt0023305	7.5	3075
tt0023308	7.4	9
tt0023309	5.8	30
tt0023311	6.9	73
tt0023312	7.3	1887
tt0023313	5.2	120
tt0023314	6.6	35
tt0023315	6.7	16
tt0023316	6.5	143
tt0023319	5.7	18
tt0023321	4.7	24
tt0023322	6.0	370
tt0023323	6.7	68
tt0023326	6.9	489
tt0023327	7.0	923
tt0023328	7.1	58
tt0023331	6.8	68
tt0023332	6.5	19
tt0023333	5.3	153
tt0023334	6.0	117
tt0023335	6.6	432
tt0023336	5.9	21
tt0023337	5.0	202
tt0023338	7.0	100
tt0023340	6.8	30
tt0023342	5.9	212
tt0023343	6.2	18
tt0023344	6.8	36
tt0023345	7.4	494
tt0023346	6.5	17
tt0023347	5.5	28
tt0023348	4.6	130
tt0023349	6.3	1010
tt0023350	8.0	163
tt0023352	5.7	231
tt0023353	5.8	6
tt0023357	6.1	44
tt0023358	6.4	194
tt0023359	7.4	60
tt0023362	6.5	1238
tt0023364	5.0	112
tt0023365	6.1	58
tt0023366	3.6	16
tt0023367	4.6	12
tt0023368	7.2	24
tt0023369	6.9	2180
tt0023370	6.6	18
tt0023371	6.6	24
tt0023373	6.9	22
tt0023374	6.6	792
tt0023376	7.0	55
tt0023377	7.6	123
tt0023378	6.7	21
tt0023379	6.4	44
tt0023380	7.3	19
tt0023381	5.6	27
tt0023382	7.3	3406
tt0023383	6.8	67
tt0023384	5.6	136
tt0023385	7.0	2434
tt0023386	5.6	17
tt0023388	5.5	68
tt0023391	3.1	14
tt0023393	7.3	73
tt0023394	6.6	746
tt0023395	5.8	3707
tt0023396	5.5	533
tt0023397	5.6	139
tt0023398	7.2	58
tt0023399	5.8	25
tt0023401	6.3	33
tt0023402	6.6	8
tt0023404	6.1	22
tt0023406	5.5	92
tt0023407	6.2	144
tt0023408	6.2	58
tt0023409	6.2	58
tt0023410	6.6	341
tt0023411	6.8	79
tt0023412	6.7	35
tt0023413	5.7	69
tt0023415	4.7	26
tt0023416	5.9	41
tt0023417	7.0	108
tt0023419	6.2	63
tt0023421	5.9	14
tt0023422	7.4	1345
tt0023424	4.6	157
tt0023425	5.9	19
tt0023426	6.6	33
tt0023427	7.8	23081
tt0023433	5.7	49
tt0023435	6.8	8
tt0023436	6.9	18
tt0023437	6.2	8
tt0023439	7.5	1048
tt0023440	1.8	64
tt0023444	6.5	27
tt0023446	5.6	22
tt0023447	5.8	190
tt0023448	7.4	13
tt0023449	6.9	15
