tconst	averageRating	numVotes
tt0012134	7.0	334
tt0012136	6.4	251
tt0012153	6.3	26
tt0012159	4.9	13
tt0012168	6.6	9
tt0012174	7.1	23
tt0012175	6.4	177
tt0012181	6.7	18
tt0012187	7.0	92
tt0012189	3.7	15
tt0012190	7.2	2910
tt0012192	5.4	14
tt0012194	4.1	27
tt0012202	6.6	10
tt0012205	5.9	22
tt0012219	6.1	9
tt0012224	7.7	3273
tt0012226	5.8	11
tt0012227	5.3	10
tt0012238	6.5	11
tt0012248	7.0	43
tt0012249	7.0	350
tt0012253	7.0	1766
tt0012255	7.0	2318
tt0012273	6.0	10
tt0012278	7.6	2318
tt0012281	6.8	186
tt0012284	6.9	17
tt0012293	6.3	27
tt0012297	9.4	12
tt0012298	6.9	10
tt0012303	6.2	600
tt0012304	7.4	2884
tt0012305	6.8	13
tt0012313	6.8	271
tt0012314	6.7	224
tt0012317	6.9	11
tt0012320	7.0	213
tt0012322	5.8	10
tt0012328	5.2	29
tt0012329	6.6	7
tt0012334	6.9	192
tt0012342	6.2	9
tt0012344	5.9	10
tt0012347	6.0	186
tt0012349	8.3	99550
tt0012350	6.5	14
tt0012352	6.4	11
tt0012358	5.0	6
tt0012362	6.3	7
tt0012364	8.1	9039
tt0012365	5.4	48
tt0012366	6.9	21
tt0012368	6.0	17
tt0012369	7.9	14
tt0012380	6.0	6
tt0012382	6.1	252
tt0012397	6.7	255
tt0012398	7.1	34
tt0012405	5.3	33
tt0012406	6.9	35
tt0012408	6.5	327
tt0012409	6.8	82
tt0012410	6.9	11
tt0012416	7.3	21
tt0012422	6.9	28
tt0012427	6.7	9
tt0012434	5.7	14
tt0012436	6.8	15
tt0012439	6.4	17
tt0012456	4.5	12
tt0012465	7.0	278
tt0012467	6.7	116
tt0012468	6.7	38
tt0012471	6.6	14
tt0012472	6.3	9
tt0012476	5.9	9
tt0012484	5.9	37
tt0012486	6.2	226
tt0012490	5.1	9
tt0012492	6.5	22
tt0012494	7.7	4620
tt0012496	6.0	6
tt0012497	5.3	6
tt0012499	7.5	1453
tt0012505	5.6	7
tt0012512	6.8	687
tt0012513	6.5	191
tt0012514	5.1	13
tt0012520	5.8	17
tt0012529	6.0	8
tt0012532	7.4	4426
tt0012538	6.6	432
tt0012541	7.2	6
tt0012543	6.9	2489
tt0012548	5.7	13
tt0012555	6.1	10
tt0012562	6.1	9
tt0012563	6.4	54
tt0012565	6.2	27
tt0012570	7.5	3503
tt0012581	4.7	10
tt0012583	6.9	9
tt0012591	6.7	21
tt0012600	6.9	38
tt0012618	6.2	24
tt0012619	5.7	12
tt0012620	5.6	1112
tt0012622	3.9	9
tt0012627	5.8	28
tt0012631	6.7	114
tt0012642	7.0	890
tt0012645	6.9	112
tt0012646	6.1	194
tt0012650	6.4	197
tt0012651	6.3	1248
tt0012657	6.6	82
tt0012664	6.3	7
tt0012675	6.4	2933
tt0012684	4.7	16
tt0012685	2.8	11
tt0012689	5.9	16
tt0012695	2.9	15
tt0012699	7.1	91
tt0012701	6.2	36
tt0012710	6.7	7
tt0012716	6.0	12
tt0012724	4.9	7
tt0012725	5.0	6
tt0012730	5.8	6
tt0012734	4.4	28
tt0012739	4.8	19
tt0012740	5.5	40
tt0012745	6.9	129
tt0012746	1.0	9
tt0012747	6.1	10
tt0012752	6.9	754
tt0012754	6.8	22
tt0012755	6.8	146
tt0012763	6.8	1674
tt0012769	5.9	123
tt0012771	6.0	24
tt0012772	1.0	8
tt0012775	6.0	14
tt0012778	5.4	5
tt0012788	6.7	9
tt0012794	6.9	8
tt0012806	6.3	294
tt0012807	5.0	10
tt0012814	5.9	10
tt0012815	6.5	14
tt0012818	4.4	27
tt0012827	6.7	15
tt0012830	6.8	12
tt0012838	5.3	13
tt0012839	6.4	38
tt0012843	5.9	34
tt0012855	6.8	8
tt0012856	5.2	6
tt0012862	5.3	9
tt0012864	5.4	8
tt0012868	6.8	12
tt0012872	8.2	5
tt0012873	6.7	9
tt0012877	4.1	7
tt0012879	8.0	41
tt0012880	6.0	7
tt0012881	6.8	13
tt0012885	6.2	12
tt0012890	6.8	12
tt0012891	3.6	5
tt0012894	5.6	11
tt0012898	4.5	11
tt0012917	7.2	24
tt0012919	6.7	6
tt0012920	5.0	8
tt0012926	6.5	12
tt0012928	6.0	700
tt0012937	6.8	8
tt0012938	6.8	2180
tt0012940	6.0	63
tt0012945	6.9	2143
tt0012948	5.6	9
tt0012949	6.0	24
tt0012952	6.4	1166
tt0012958	6.6	35
tt0012960	2.1	9
tt0012961	1.0	9
tt0012973	7.0	525
tt0012975	6.3	239
tt0012980	5.1	10
tt0012985	6.5	66
tt0012990	6.4	8
tt0012997	6.0	9
tt0012998	3.6	14
tt0013014	5.5	317
tt0013022	6.2	15
tt0013024	5.8	6
tt0013025	7.6	5216
tt0013033	7.1	322
tt0013034	1.6	9
tt0013051	5.1	11
tt0013055	6.9	1975
tt0013059	6.3	314
tt0013071	1.7	9
tt0013075	7.1	1122
tt0013076	6.2	11
tt0013078	6.3	15
tt0013084	6.6	16
tt0013085	6.1	315
tt0013086	7.9	6705
tt0013088	6.5	28
tt0013091	6.8	8
tt0013093	6.6	10
tt0013095	4.9	12
tt0013096	5.9	54
tt0013099	7.2	2195
tt0013107	5.1	9
tt0013110	5.0	8
tt0013114	5.3	6
tt0013117	6.1	9
tt0013118	6.4	39
tt0013121	6.4	8
tt0013122	6.5	104
tt0013127	6.4	99
tt0013134	6.3	132
tt0013135	6.9	10
tt0013139	6.8	8
tt0013140	7.1	2732
tt0013145	6.3	6
tt0013149	5.0	216
tt0013151	7.9	21
tt0013158	6.5	1677
tt0013169	6.4	321
tt0013170	6.3	9
tt0013182	7.0	26
tt0013189	6.0	8
tt0013193	6.5	45
tt0013194	5.5	54
tt0013201	7.0	1529
tt0013211	6.4	49
tt0013212	5.3	6
tt0013221	6.2	12
tt0013223	4.9	199
tt0013224	6.8	6
tt0013227	5.2	8
tt0013230	6.1	8
tt0013236	5.9	9
tt0013244	6.0	7
tt0013250	5.5	6
tt0013253	6.8	8
tt0013254	6.8	20
tt0013255	5.0	9
tt0013257	7.7	10365
tt0013263	7.0	42
tt0013264	6.1	7
tt0013267	4.7	9
tt0013275	6.3	65
tt0013276	4.1	14
tt0013281	7.1	71
tt0013283	6.7	12
tt0013284	6.7	22
tt0013288	4.4	13
tt0013293	6.6	10
tt0013299	4.7	7
tt0013301	6.9	24
tt0013303	4.7	9
tt0013304	8.3	29
tt0013312	6.4	123
tt0013321	3.7	23
tt0013322	8.7	18
tt0013323	5.3	355
tt0013332	6.8	247
tt0013336	6.8	21
tt0013339	5.3	7
tt0013341	6.0	615
tt0013342	6.6	62
tt0013343	5.6	41
tt0013344	6.1	8
tt0013356	6.8	11
tt0013359	4.7	6
tt0013363	6.1	10
tt0013367	5.5	188
tt0013368	6.2	11
tt0013369	6.8	25
tt0013372	6.2	389
tt0013373	6.8	48
tt0013376	6.2	12
tt0013386	6.7	265
tt0013388	5.9	23
tt0013402	6.7	306
tt0013404	6.5	291
tt0013406	7.4	7
tt0013407	6.4	8
tt0013416	5.8	309
tt0013422	6.6	1713
tt0013423	3.0	9
tt0013425	5.9	10
tt0013427	7.6	9783
tt0013428	6.9	104
tt0013433	5.4	10
tt0013436	5.7	7
tt0013439	6.9	23
tt0013442	7.9	81552
tt0013450	6.7	663
tt0013451	6.8	9
tt0013452	6.9	10
tt0013454	6.6	14
tt0013455	6.9	9
tt0013458	6.6	69
tt0013462	6.5	35
tt0013469	6.4	222
tt0013472	7.9	415
tt0013480	6.5	33
tt0013482	5.8	9
tt0013486	7.6	3206
tt0013488	6.9	80
tt0013491	4.2	9
tt0013494	6.1	51
tt0013496	6.9	1410
tt0013500	5.2	9
tt0013501	6.9	51
tt0013502	6.6	5
tt0013506	6.9	48
tt0013511	6.8	13
tt0013512	7.1	84
tt0013515	6.7	408
tt0013520	5.3	199
tt0013524	5.6	20
tt0013527	6.3	10
tt0013534	5.1	8
tt0013535	6.7	6
tt0013538	6.1	15
tt0013540	4.9	15
tt0013555	6.9	40
tt0013556	7.2	1866
tt0013570	6.0	7
tt0013571	6.6	744
tt0013572	5.0	20
tt0013573	6.6	54
tt0013574	7.1	77
tt0013579	6.9	776
tt0013590	7.9	90
tt0013592	6.3	338
tt0013596	3.3	9
tt0013597	5.8	518
tt0013603	4.1	24
tt0013607	5.8	135
tt0013611	7.0	58
tt0013615	3.2	13
tt0013617	5.7	14
tt0013619	6.0	157
tt0013620	5.5	24
tt0013624	6.6	18
tt0013626	6.7	1816
tt0013627	5.2	10
tt0013629	6.8	24
tt0013631	6.6	12
tt0013658	6.9	31
tt0013662	6.9	392
tt0013668	6.9	13
tt0013672	6.8	24
tt0013674	7.0	462
tt0013679	6.9	7
tt0013681	5.7	13
tt0013682	7.6	58
tt0013687	6.7	6
tt0013688	6.6	602
tt0013690	5.3	89
tt0013704	6.1	105
tt0013705	5.8	127
tt0013710	7.0	11
tt0013716	6.2	12
tt0013719	6.5	21
tt0013724	6.0	8
tt0013727	6.9	7
tt0013728	6.0	43
tt0013730	6.9	73
tt0013735	5.0	65
tt0013736	6.7	7
tt0013739	6.2	6
tt0013741	6.6	417
tt0013750	6.4	950
tt0013766	2.2	11
tt0013773	6.1	10
tt0013792	5.2	17
tt0013793	4.7	7
tt0013795	6.7	9
tt0013800	7.9	74
tt0013802	6.4	347
tt0013803	6.4	39
tt0013807	6.5	175
tt0013817	6.6	67
tt0013823	6.6	539
tt0013824	6.2	20
tt0013825	5.8	13
tt0013827	6.0	9
tt0013829	6.4	8
tt0013830	6.8	105
tt0013833	5.3	10
tt0013834	7.1	65
tt0013839	5.5	12
tt0013841	6.6	33
tt0013842	6.6	8
tt0013845	6.9	316
tt0013846	6.9	78
tt0013849	7.3	24
tt0013853	6.2	25
tt0013858	6.7	2436
tt0013861	5.3	6
tt0013864	6.7	12
tt0013865	6.8	76
tt0013866	4.3	9
tt0013867	6.6	13
tt0013868	7.0	78
tt0013871	4.2	10
tt0013872	6.7	26
tt0013877	7.1	9
tt0013879	6.6	8
tt0013882	6.9	10
tt0013885	5.3	18
tt0013886	6.6	9
tt0013892	6.6	31
tt0013896	6.2	40
tt0013901	7.1	7
tt0013902	6.9	17
tt0013903	6.0	11
tt0013905	6.8	12
tt0013906	5.4	15
tt0013908	6.6	21
tt0013909	5.3	305
tt0013912	6.4	51
tt0013916	6.7	103
tt0013917	4.9	9
tt0013920	5.7	7
tt0013925	6.3	17
tt0013926	6.6	26
tt0013930	6.2	25
tt0013932	6.2	54
tt0013933	7.6	991
tt0013938	4.1	11
tt0013940	6.2	47
tt0013949	6.1	9
tt0013950	5.6	13
tt0013951	6.6	458
tt0013955	5.7	7
tt0013961	5.1	16
tt0013962	6.0	9
tt0013965	6.6	8
tt0013973	6.5	65
tt0013975	6.8	17
tt0013981	6.7	13
tt0013982	6.9	73
tt0013984	5.5	12
tt0013986	5.2	6
tt0013992	5.7	640
tt0013994	6.1	186
tt0014003	6.6	18
tt0014012	6.1	18
tt0014013	6.8	38
tt0014014	7.2	70
tt0014015	5.2	6
tt0014021	3.8	11
tt0014022	6.2	33
tt0014023	6.5	8
tt0014029	6.6	1033
tt0014031	3.2	24
tt0014032	5.8	5
tt0014034	6.5	24
tt0014039	5.8	18
tt0014040	6.8	13
tt0014045	7.4	43
tt0014046	6.4	20
tt0014051	7.0	27
tt0014057	6.1	9
tt0014063	7.1	488
tt0014064	6.3	55
tt0014068	6.8	19
tt0014069	7.1	9
tt0014073	4.2	16
tt0014074	8.2	17
tt0014079	7.0	9
tt0014081	6.0	33
tt0014090	5.0	8
tt0014097	4.9	16
tt0014100	6.7	38
tt0014108	6.9	132
tt0014109	7.1	1008
tt0014112	5.6	100
tt0014113	4.2	8
tt0014116	6.0	6
tt0014118	6.9	14
tt0014127	3.6	15
tt0014137	6.8	30
tt0014138	5.2	20
tt0014139	8.2	6
tt0014141	7.4	10
tt0014142	7.3	4353
tt0014144	5.4	10
tt0014145	4.0	11
tt0014146	6.1	37
tt0014149	5.5	11
tt0014153	5.7	6
tt0014157	6.1	14
tt0014158	7.1	12
tt0014159	6.8	8
tt0014164	7.1	7
tt0014165	5.0	6
tt0014168	6.7	15
tt0014171	5.0	40
tt0014174	6.6	9
tt0014175	5.7	15
tt0014177	6.1	8
tt0014179	5.8	73
tt0014181	6.9	7
tt0014183	6.6	9
tt0014186	6.1	67
tt0014187	6.7	9
tt0014189	4.4	8
tt0014191	5.6	50
tt0014193	4.7	10
tt0014196	5.3	17
tt0014202	6.1	19
tt0014203	5.0	6
tt0014205	6.2	861
tt0014207	6.8	44
tt0014211	7.2	12
tt0014218	6.9	1855
tt0014228	6.6	9
tt0014229	5.9	30
tt0014231	6.3	11
tt0014241	5.9	57
tt0014248	5.9	8
tt0014249	6.4	8
tt0014262	7.0	7
tt0014264	6.7	21
tt0014269	4.5	15
tt0014279	7.2	5
tt0014284	6.3	11
tt0014285	8.0	36
tt0014293	5.8	42
tt0014298	7.0	22
tt0014301	6.3	16
tt0014302	6.9	21
tt0014303	4.2	14
tt0014309	7.1	25
tt0014310	6.2	49
tt0014316	5.8	66
tt0014320	7.0	51
tt0014321	5.2	61
tt0014322	6.6	8
tt0014323	5.9	58
tt0014332	3.6	7
tt0014339	7.2	20
tt0014341	7.8	9250
tt0014344	4.9	7
tt0014346	7.0	22
tt0014353	6.6	9
tt0014357	5.3	58
tt0014358	7.4	3807
tt0014363	6.8	62
tt0014367	6.2	10
tt0014379	7.0	11
tt0014385	6.9	19
tt0014388	5.8	8
tt0014391	5.6	13
tt0014397	6.9	235
tt0014398	6.3	9
tt0014406	6.4	1474
tt0014407	5.7	349
tt0014408	7.2	9
tt0014411	2.6	20
tt0014414	5.0	6
tt0014416	6.6	242
tt0014417	7.4	1628
tt0014419	5.7	177
tt0014423	6.6	14
tt0014426	5.5	11
tt0014429	8.1	16585
tt0014438	5.0	27
tt0014439	7.2	10
tt0014440	7.0	460
tt0014443	6.8	9
tt0014446	6.7	224
tt0014447	6.4	51
tt0014449	7.0	10
tt0014450	5.1	51
tt0014451	5.0	8
tt0014452	6.3	7
tt0014453	4.3	6
tt0014462	1.6	10
tt0014463	6.5	346
tt0014466	5.7	39
tt0014467	6.0	25
tt0014468	7.3	51
tt0014469	6.1	57
tt0014483	2.1	7
tt0014489	6.0	7
tt0014496	7.0	35
tt0014497	7.0	759
tt0014499	7.0	48
tt0014502	5.2	8
tt0014504	4.9	9
tt0014508	5.1	11
tt0014509	6.8	55
tt0014510	6.7	12
tt0014516	7.0	312
tt0014521	6.6	8
tt0014522	7.0	26
tt0014523	6.6	7
tt0014524	6.3	109
tt0014528	6.4	11
tt0014532	6.8	1752
tt0014538	7.1	3694
tt0014539	4.4	28
tt0014542	5.9	16
tt0014543	5.2	10
tt0014547	6.8	20
tt0014553	5.7	19
tt0014558	5.2	15
tt0014560	6.1	53
tt0014563	7.0	8
tt0014567	6.3	6
tt0014570	6.9	15
tt0014577	6.5	20
tt0014582	5.7	35
tt0014584	7.1	316
tt0014586	6.7	1476
tt0014588	7.2	8
tt0014600	7.2	46
tt0014602	6.9	19
tt0014604	6.5	138
tt0014605	6.9	366
tt0014606	6.7	98
tt0014607	5.7	76
tt0014608	5.7	12
tt0014611	7.4	1452
tt0014615	6.4	14
tt0014617	5.7	26
tt0014619	7.3	81
tt0014624	7.0	4364
tt0014636	6.2	740
tt0014639	5.3	24
tt0014640	6.3	6
tt0014644	5.3	19
tt0014645	5.6	7
tt0014646	6.5	2152
tt0014647	6.8	12
tt0014650	6.6	7
tt0014651	6.6	28
tt0014652	5.9	13
tt0014656	5.4	173
tt0014657	4.7	25
tt0014658	6.2	23
tt0014659	4.9	116
tt0014660	4.7	108
tt0014661	6.0	14
tt0014662	5.3	151
tt0014663	4.4	106
tt0014664	5.3	171
tt0014665	5.8	198
tt0014667	6.4	109
tt0014668	7.1	59
tt0014672	6.4	326
tt0014673	7.0	6
tt0014679	6.8	20
tt0014682	6.8	20
tt0014689	6.4	17
tt0014694	6.7	2482
tt0014696	6.3	26
tt0014699	5.4	5
tt0014701	6.6	14
tt0014702	6.7	374
tt0014706	6.6	11
tt0014707	6.0	6
tt0014713	6.9	14
tt0014720	5.6	22
tt0014721	5.9	113
tt0014733	7.5	12
tt0014734	6.0	21
tt0014741	1.9	11
tt0014749	6.5	35
tt0014752	7.0	14
tt0014756	4.6	8
tt0014759	6.2	41
tt0014760	6.9	190
tt0014762	6.9	17
tt0014763	6.7	112
tt0014767	7.6	8
tt0014770	6.5	193
tt0014774	7.2	9
tt0014775	3.7	7
tt0014776	7.0	6
tt0014782	6.2	20
tt0014788	6.2	11
tt0014797	6.5	37
tt0014811	6.0	25
tt0014816	7.0	6
tt0014817	6.0	10
tt0014826	6.0	86
tt0014836	6.8	5
tt0014837	4.3	9
tt0014839	7.7	7
tt0014845	6.2	6
tt0014854	6.8	111
tt0014857	5.9	40
tt0014866	5.2	12
tt0014867	6.7	9
tt0014869	6.5	590
tt0014872	7.4	3165
tt0014874	6.4	108
tt0014882	6.9	58
tt0014883	6.0	67
tt0014886	6.3	112
tt0014888	5.1	9
tt0014891	6.7	6
tt0014892	6.8	12
tt0014898	6.9	502
tt0014900	6.5	681
tt0014901	4.6	12
tt0014903	7.1	93
tt0014904	5.8	13
tt0014925	6.3	114
tt0014927	7.0	9
tt0014931	7.3	42
tt0014933	6.0	55
tt0014944	5.9	9
tt0014945	7.7	2884
tt0014946	6.3	6
tt0014950	6.0	11
tt0014953	6.7	10
tt0014960	4.7	10
tt0014967	7.7	88
tt0014968	7.2	17
tt0014969	2.1	10
tt0014970	4.4	11
tt0014972	7.8	2727
tt0014977	3.2	24
tt0014978	7.1	71
tt0014981	6.3	10
tt0014982	6.8	241
tt0014985	6.5	16
tt0014989	6.1	11
tt0014991	6.6	12
tt0014992	6.4	73
tt0014996	7.0	8
tt0014997	6.1	16
tt0014999	3.6	23
tt0015001	6.3	6
tt0015002	7.2	1150
tt0015004	7.7	12
tt0015005	6.2	8
tt0015014	7.3	609
tt0015015	6.0	7
tt0015016	7.2	1765
tt0015018	7.0	261
tt0015022	5.7	656
tt0015030	5.9	13
tt0015036	6.7	133
tt0015037	1.0	7
tt0015038	6.8	25
tt0015039	7.2	787
tt0015044	7.2	10
tt0015045	6.8	8
tt0015051	6.2	57
tt0015053	6.0	17
tt0015064	8.1	11194
tt0015068	7.1	27
tt0015071	6.8	18
tt0015076	6.9	114
tt0015091	7.1	14
tt0015092	7.1	9
tt0015096	7.5	92
tt0015104	6.7	30
tt0015116	6.5	915
tt0015117	6.9	26
tt0015119	7.2	984
tt0015133	6.0	30
tt0015134	1.6	10
tt0015136	7.1	1428
tt0015141	6.7	62
tt0015145	5.8	434
tt0015146	5.5	10
tt0015150	7.5	8
tt0015152	6.5	54
tt0015163	7.8	8241
tt0015164	5.7	48
tt0015167	6.6	807
tt0015168	7.0	51
tt0015169	5.4	10
tt0015171	6.6	12
tt0015174	8.0	3583
tt0015175	8.1	4721
tt0015177	6.4	69
tt0015180	6.1	10
tt0015184	5.2	8
tt0015185	5.7	9
tt0015189	7.0	7
tt0015191	4.7	11
tt0015197	5.1	12
tt0015200	7.1	93
tt0015202	7.0	1941
tt0015206	5.9	14
tt0015209	6.0	7
tt0015213	6.9	121
tt0015214	7.2	1416
tt0015217	6.3	31
tt0015219	6.4	87
tt0015222	6.5	6
tt0015224	7.1	775
tt0015228	6.3	109
tt0015229	6.6	7
tt0015232	6.9	17
tt0015233	5.9	9
tt0015239	6.3	12
tt0015243	5.0	8
tt0015245	5.8	37
tt0015253	5.9	51
tt0015256	6.8	8
tt0015258	6.2	23
tt0015263	6.2	9
tt0015268	7.1	388
tt0015270	7.2	13
tt0015273	7.1	8
tt0015284	6.5	51
tt0015289	6.4	142
tt0015299	7.9	16
tt0015310	7.1	417
tt0015311	5.6	7
tt0015312	5.4	205
tt0015313	6.8	17
tt0015318	6.7	11
tt0015322	5.6	11
tt0015324	8.2	34034
tt0015329	5.3	145
tt0015331	6.6	39
tt0015339	5.6	64
tt0015342	5.9	68
tt0015343	5.9	174
tt0015347	7.0	14
tt0015349	7.3	54
tt0015353	4.5	11
tt0015355	5.9	9
tt0015356	4.9	11
tt0015361	7.6	6332
tt0015364	6.8	9
tt0015375	5.2	6
tt0015376	6.9	11
tt0015377	5.6	64
tt0015378	7.1	98
tt0015384	6.1	1157
tt0015389	1.8	11
tt0015390	5.8	52
tt0015391	2.6	10
tt0015393	7.1	8
tt0015394	4.8	6
tt0015399	6.3	7
tt0015400	7.8	5059
tt0015407	4.5	6
tt0015409	7.0	42
tt0015412	3.0	12
tt0015413	5.4	10
tt0015414	5.6	9
tt0015417	5.8	5
tt0015419	5.7	7
tt0015423	6.7	13
tt0015426	3.0	12
tt0015431	6.8	119
tt0015433	6.0	9
tt0015442	6.8	8
tt0015443	6.1	15
tt0015444	6.0	10
tt0015445	1.7	9
tt0015451	7.2	11
tt0015452	6.3	6
tt0015453	5.6	7
tt0015456	6.6	21
tt0015457	5.7	22
tt0015460	4.1	18
tt0015465	6.9	8
tt0015466	5.8	9
tt0015471	7.3	9
tt0015477	5.6	207
tt0015491	6.3	22
tt0015492	7.1	12
tt0015493	6.3	187
tt0015494	7.4	15
tt0015495	6.4	10
tt0015498	6.8	409
tt0015500	6.0	295
tt0015501	4.8	6
tt0015504	5.6	15
tt0015505	2.3	11
tt0015508	7.1	49
tt0015518	6.1	122
tt0015520	1.0	7
tt0015522	6.0	58
tt0015524	6.0	32
tt0015526	6.9	12
tt0015532	7.8	4771
tt0015533	6.3	20
tt0015535	5.4	9
tt0015537	5.6	10
tt0015539	2.1	9
tt0015542	5.5	22
tt0015543	5.8	19
tt0015547	5.9	22
tt0015548	6.7	7
tt0015551	4.7	91
tt0015552	5.1	98
tt0015553	4.9	123
tt0015554	4.8	80
tt0015555	4.7	80
tt0015556	4.6	73
tt0015557	5.7	16
tt0015558	5.2	146
tt0015559	5.4	57
tt0015560	5.0	164
tt0015561	5.0	82
tt0015562	5.2	130
tt0015563	5.8	229
tt0015564	4.7	160
tt0015569	5.1	35
tt0015570	5.8	20
tt0015572	7.2	12
tt0015573	6.0	5
tt0015577	6.8	46
tt0015579	2.6	9
tt0015589	6.0	8
tt0015592	6.7	110
tt0015600	5.9	7
tt0015602	5.6	8
tt0015612	6.2	67
tt0015617	6.9	10
tt0015620	5.7	9
tt0015621	6.4	24
tt0015624	7.9	5794
tt0015626	6.7	9
tt0015627	6.2	25
tt0015632	6.6	14
tt0015634	6.2	603
tt0015635	6.4	46
tt0015638	6.4	11
tt0015639	5.7	13
tt0015643	7.0	172
tt0015644	6.2	6
tt0015648	8.0	48586
tt0015653	3.9	13
tt0015657	6.1	53
tt0015661	5.3	7
tt0015662	7.2	11
tt0015663	6.4	11
tt0015665	7.0	6
tt0015669	5.9	36
tt0015670	7.3	64
tt0015673	7.3	1029
tt0015684	6.4	475
tt0015686	6.2	52
tt0015687	6.6	225
tt0015688	6.8	6
tt0015689	2.8	10
tt0015690	5.0	7
tt0015691	6.3	32
tt0015693	6.4	651
tt0015700	6.7	41
tt0015702	6.3	40
tt0015713	6.0	11
tt0015714	6.2	17
tt0015716	6.9	8
tt0015724	6.2	20
tt0015727	6.7	27
tt0015728	7.3	11
tt0015730	6.2	6
tt0015735	7.4	19
tt0015738	7.1	10
tt0015739	7.6	12
tt0015740	5.8	12
tt0015742	7.0	6
tt0015745	7.1	10
tt0015746	5.4	7
tt0015749	5.6	16
tt0015750	5.9	52
tt0015751	6.4	9
tt0015758	7.0	374
tt0015763	6.4	281
tt0015765	7.2	12
tt0015766	6.7	23
tt0015768	7.1	1517
tt0015770	5.8	9
tt0015771	5.7	15
tt0015772	6.6	1564
tt0015773	5.9	7
tt0015775	8.0	12
tt0015777	5.0	7
tt0015778	7.1	17
tt0015794	6.3	115
tt0015799	6.0	32
tt0015800	6.3	55
tt0015801	7.1	287
tt0015802	4.9	13
tt0015809	4.9	7
tt0015810	7.1	23
tt0015811	3.3	23
tt0015813	5.4	8
tt0015814	7.2	6
tt0015816	6.2	9
tt0015820	5.7	10
tt0015840	6.2	67
tt0015841	7.5	4596
tt0015842	7.2	1279
tt0015847	6.2	94
tt0015851	6.0	9
tt0015852	7.0	11
tt0015856	2.9	9
tt0015861	6.6	377
tt0015863	7.2	3441
tt0015864	8.2	90621
tt0015866	6.3	7
tt0015867	7.2	22
tt0015872	7.0	135
tt0015873	7.8	869
tt0015875	5.4	14
tt0015881	8.1	8318
tt0015882	2.2	12
tt0015883	6.9	201
tt0015888	5.6	50
tt0015900	6.3	15
tt0015901	2.6	10
tt0015902	5.9	8
tt0015903	4.8	13
tt0015906	7.7	25
tt0015909	6.6	140
tt0015916	6.7	160
tt0015918	7.2	20
tt0015919	6.1	9
tt0015921	7.5	137
tt0015924	6.5	11
tt0015926	6.3	7
tt0015927	9.7	6
tt0015929	5.5	16
tt0015930	5.4	26
tt0015935	6.7	100
tt0015937	7.1	14
tt0015939	1.8	9
tt0015947	6.7	39
tt0015948	6.8	147
tt0015950	5.5	11
tt0015951	1.3	18
tt0015953	5.8	243
tt0015956	6.5	206
tt0015959	6.6	83
tt0015961	5.0	7
tt0015963	6.0	14
tt0015965	5.0	8
tt0015968	7.0	12
tt0015972	7.2	14
tt0015973	5.7	63
tt0015975	6.9	10
tt0015976	6.8	29
tt0015977	6.1	183
tt0015979	6.9	29
tt0015980	7.1	12
tt0015987	6.6	14
tt0015988	7.0	21
tt0015990	6.5	16
tt0015992	5.9	39
tt0015994	7.0	16
tt0015996	5.8	9
tt0015997	7.0	9
tt0015998	6.7	7
tt0016004	7.3	903
tt0016005	6.6	511
tt0016006	5.2	119
tt0016008	6.0	12
tt0016013	7.2	449
tt0016017	7.1	12
tt0016022	5.9	86
tt0016023	6.0	438
tt0016027	7.2	9
tt0016028	6.7	819
tt0016029	7.1	1238
tt0016031	5.3	6
tt0016032	6.1	10
tt0016034	7.0	10
tt0016037	6.0	24
tt0016038	6.2	28
tt0016039	7.0	4248
tt0016042	5.7	7
tt0016049	6.3	73
tt0016051	6.6	17
tt0016052	5.5	14
tt0016053	6.3	47
tt0016058	6.8	6
tt0016060	5.7	7
tt0016061	5.6	8
tt0016063	7.5	22
tt0016064	6.8	14
tt0016065	5.6	29
tt0016066	6.1	8
tt0016069	6.6	11
tt0016073	6.0	8
tt0016076	4.7	10
tt0016084	7.0	14
tt0016085	5.3	32
tt0016094	5.6	19
tt0016096	7.2	70
tt0016097	6.5	12
tt0016104	7.3	2035
tt0016106	6.8	18
tt0016107	6.0	62
tt0016109	5.0	10
tt0016112	6.8	48
tt0016114	6.3	32
tt0016115	5.9	10
tt0016123	6.2	859
tt0016129	6.1	119
tt0016130	6.7	7
tt0016134	6.8	8
tt0016140	5.6	10
tt0016142	6.8	89
tt0016145	6.7	7
tt0016147	5.8	37
tt0016156	7.1	29
tt0016159	7.2	6
tt0016163	7.3	31
tt0016167	6.3	10
tt0016170	5.2	10
tt0016172	6.1	28
tt0016174	2.3	84
tt0016184	1.7	75
tt0016185	7.1	265
tt0016186	6.0	6
tt0016194	6.6	11
tt0016195	7.7	23
tt0016198	5.9	16
tt0016201	6.2	195
tt0016202	6.6	9
tt0016205	6.7	116
tt0016207	6.6	7
tt0016212	6.2	35
tt0016213	7.0	9
tt0016214	5.4	14
tt0016218	5.2	10
tt0016220	7.6	15172
tt0016222	6.0	56
tt0016223	6.2	13
tt0016225	6.6	40
tt0016226	6.1	255
tt0016230	6.0	1925
tt0016231	5.8	20
tt0016232	7.1	176
tt0016234	5.3	15
tt0016235	6.5	39
tt0016237	6.1	34
tt0016238	6.1	10
tt0016240	6.8	120
tt0016241	3.8	128
tt0016245	5.0	41
